START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,Starting_Date,Time,Start_Hour,Minutes,Round_Trip,Months,WEEKDAYS,Ride_duration
,,Business,Cary,Morrisville,3.1,Meal/Entertain,,,,,no,,,
,,Business,Morrisville,Cary,5.2,Meal/Entertain,,,,,no,,,
,,Business,Krendle Woods,Whitebridge,6.1,Meeting,,,,,no,,,
,,Business,Cary,Durham,10.3,Meeting,,,,,no,,,
,,Business,Durham,Cary,10.5,Meeting,,,,,no,,,
,,Business,Cary,Cary,1.5,NOT,,,,,yes,,,
,,Business,Cary,Cary,1.8,NOT,,,,,yes,,,
,,Business,Cary,Apex,5.4,Errand/Supplies,,,,,no,,,
,,Business,Apex,Cary,5.4,Customer Visit,,,,,no,,,
,,Business,Cary,Cary,39.2,Between Offices,,,,,yes,,,
,,Business,Cary,Cary,6.4,Customer Visit,,,,,yes,,,
,,Business,Cary,Cary,2.7,Meeting,,,,,yes,,,
,,Business,Cary,Cary,18.5,Errand/Supplies,,,,,yes,,,
,,Business,Cary,Cary,2.5,Meal/Entertain,,,,,yes,,,
,,Business,Cary,Cary,2.1,Meal/Entertain,,,,,yes,,,
,,Business,Cary,Unknown Location,6.7,Errand/Supplies,,,,,no,,,
,,Business,Unknown Location,Morrisville,3.5,Meal/Entertain,,,,,no,,,
,,Business,Morrisville,Cary,3.4,Errand/Supplies,,,,,no,,,
,,Business,Cary,Cary,5.5,Meeting,,,,,yes,,,
,,Business,Cary,Cary,4.1,Meeting,,,,,yes,,,
,,Business,Cary,Cary,12.7,Customer Visit,,,,,yes,,,
,,Business,Cary,Morrisville,3.0,Meal/Entertain,,,,,no,,,
,,Business,Morrisville,Cary,3.5,Customer Visit,,,,,no,,,
,,Business,Cary,Cary,5.9,Meal/Entertain,,,,,yes,,,
,,Business,Cary,Cary,1.9,NOT,,,,,yes,,,
,,Business,Cary,Cary,3.3,NOT,,,,,yes,,,
,,Business,Cary,Cary,1.3,NOT,,,,,yes,,,
,,Business,Cary,Durham,10.3,Meeting,,,,,no,,,
,,Business,Durham,Cary,11.1,Meeting,,,,,no,,,
,,Business,Cary,Cary,1.4,NOT,,,,,yes,,,
,,Business,Cary,Apex,5.1,Meeting,,,,,no,,,
,,Business,Apex,Holly Springs,9.0,Meeting,,,,,no,,,
,,Business,Holly Springs,Cary,13.3,Between Offices,,,,,no,,,
,,Business,Cary,Cary,2.5,Errand/Supplies,,,,,yes,,,
,,Business,Cary,Morrisville,3.3,Meal/Entertain,,,,,no,,,
,,Business,Morrisville,Cary,2.9,NOT,,,,,no,,,
,,Business,Cary,Raleigh,8.5,Customer Visit,,,,,no,,,
,,Business,Raleigh,Morrisville,6.7,Temporary Site,,,,,no,,,
,,Business,Morrisville,Cary,3.1,NOT,,,,,no,,,
2016-12-01 07:44:00,2016-12-01 07:59:00,Business,Cary,Cary,5.5,Meeting,2016-12-01,7.0,Morning,0 days 00:15:00,yes,Dec,Thursday,15.0
2016-12-01 08:37:00,2016-12-01 08:53:00,Business,Cary,Cary,5.5,Errand/Supplies,2016-12-01,8.0,Morning,0 days 00:16:00,yes,Dec,Thursday,16.0
2016-12-01 18:00:00,2016-12-01 18:12:00,Business,Cary,Morrisville,2.9,Meal/Entertain,2016-12-01,18.0,Evening,0 days 00:12:00,no,Dec,Thursday,12.0
2016-12-01 20:36:00,2016-12-01 20:46:00,Business,Morrisville,Cary,2.9,Customer Visit,2016-12-01,20.0,Night,0 days 00:10:00,no,Dec,Thursday,10.0
2016-12-02 12:12:00,2016-12-02 12:23:00,Business,Cary,Apex,5.1,Meal/Entertain,2016-12-02,12.0,Afternoon,0 days 00:11:00,no,Dec,Friday,11.0
2016-12-02 13:07:00,2016-12-02 13:22:00,Business,Apex,Cary,5.3,Customer Visit,2016-12-02,13.0,Afternoon,0 days 00:15:00,no,Dec,Friday,15.0
2016-12-02 20:41:00,2016-12-02 20:48:00,Business,Cary,Morrisville,3.3,Meal/Entertain,2016-12-02,20.0,Night,0 days 00:07:00,no,Dec,Friday,7.0
2016-12-02 22:59:00,2016-12-02 23:07:00,Business,Morrisville,Cary,3.0,Customer Visit,2016-12-02,23.0,Night,0 days 00:08:00,no,Dec,Friday,8.0
2016-12-03 18:35:00,2016-12-03 18:56:00,Business,Cary,Wake Co.,6.6,Errand/Supplies,2016-12-03,18.0,Evening,0 days 00:21:00,no,Dec,Saturday,21.0
2016-12-03 19:08:00,2016-12-03 19:15:00,Business,Wake Co.,Morrisville,1.8,NOT,2016-12-03,19.0,Evening,0 days 00:07:00,no,Dec,Saturday,7.0
2016-12-03 20:31:00,2016-12-03 20:41:00,Business,Morrisville,Cary,3.0,Customer Visit,2016-12-03,20.0,Night,0 days 00:10:00,no,Dec,Saturday,10.0
2016-12-04 18:56:00,2016-12-04 19:03:00,Business,Cary,Morrisville,2.9,Meal/Entertain,2016-12-04,19.0,Evening,0 days 00:07:00,no,Dec,Sunday,7.0
2016-12-04 20:23:00,2016-12-04 20:34:00,Business,Morrisville,Cary,3.4,Customer Visit,2016-12-04,20.0,Night,0 days 00:11:00,no,Dec,Sunday,11.0
2016-12-05 18:04:00,2016-12-05 18:17:00,Business,Cary,Cary,4.1,NOT,2016-12-05,18.0,Evening,0 days 00:13:00,yes,Dec,Monday,13.0
2016-12-05 19:22:00,2016-12-05 19:37:00,Business,Cary,Cary,3.8,Meal/Entertain,2016-12-05,19.0,Evening,0 days 00:15:00,yes,Dec,Monday,15.0
2016-12-07 12:03:00,2016-12-07 12:32:00,Business,Cary,Cary,6.6,Meeting,2016-12-07,12.0,Afternoon,0 days 00:29:00,yes,Dec,Wednesday,29.0
2016-12-07 12:35:00,2016-12-07 12:46:00,Business,Cary,Cary,4.0,Meeting,2016-12-07,12.0,Afternoon,0 days 00:11:00,yes,Dec,Wednesday,11.0
2016-12-07 19:53:00,2016-12-07 20:13:00,Business,Cary,Cary,7.0,Customer Visit,2016-12-07,20.0,Night,0 days 00:20:00,yes,Dec,Wednesday,20.0
2016-12-07 21:13:00,2016-12-07 21:50:00,Business,Cary,Cary,6.9,Meal/Entertain,2016-12-07,21.0,Night,0 days 00:37:00,yes,Dec,Wednesday,37.0
2016-12-08 14:19:00,2016-12-08 14:32:00,Business,Cary,Cary,3.4,Errand/Supplies,2016-12-08,14.0,Afternoon,0 days 00:13:00,yes,Dec,Thursday,13.0
2016-12-08 14:53:00,2016-12-08 15:02:00,Business,Cary,Cary,3.4,Errand/Supplies,2016-12-08,15.0,Afternoon,0 days 00:09:00,yes,Dec,Thursday,9.0
2016-12-08 19:22:00,2016-12-08 19:27:00,Business,Cary,Cary,2.0,Meeting,2016-12-08,19.0,Evening,0 days 00:05:00,yes,Dec,Thursday,5.0
2016-12-08 21:26:00,2016-12-08 21:31:00,Business,Cary,Cary,2.0,Errand/Supplies,2016-12-08,21.0,Night,0 days 00:05:00,yes,Dec,Thursday,5.0
2016-12-09 12:09:00,2016-12-09 12:24:00,Business,Cary,Apex,5.1,Errand/Supplies,2016-12-09,12.0,Afternoon,0 days 00:15:00,no,Dec,Friday,15.0
2016-12-09 13:15:00,2016-12-09 13:43:00,Business,Apex,Cary,8.8,Temporary Site,2016-12-09,13.0,Afternoon,0 days 00:28:00,no,Dec,Friday,28.0
2016-12-09 20:11:00,2016-12-09 20:34:00,Business,Cary,Cary,5.6,Meeting,2016-12-09,20.0,Night,0 days 00:23:00,yes,Dec,Friday,23.0
2016-12-09 22:03:00,2016-12-09 22:57:00,Business,Cary,Cary,18.9,Customer Visit,2016-12-09,22.0,Night,0 days 00:54:00,yes,Dec,Friday,54.0
2016-12-10 12:43:00,2016-12-10 13:16:00,Business,Cary,Fuquay-Varina,15.6,Meeting,2016-12-10,13.0,Afternoon,0 days 00:33:00,no,Dec,Saturday,33.0
2016-12-10 14:42:00,2016-12-10 15:18:00,Business,Fuquay-Varina,Cary,15.6,Errand/Supplies,2016-12-10,15.0,Afternoon,0 days 00:36:00,no,Dec,Saturday,36.0
2016-12-10 18:17:00,2016-12-10 18:27:00,Business,Cary,Morrisville,3.0,Meal/Entertain,2016-12-10,18.0,Evening,0 days 00:10:00,no,Dec,Saturday,10.0
2016-12-10 22:09:00,2016-12-10 22:21:00,Business,Morrisville,Cary,3.1,Customer Visit,2016-12-10,22.0,Night,0 days 00:12:00,no,Dec,Saturday,12.0
2016-12-11 16:06:00,2016-12-11 16:16:00,Business,Cary,Morrisville,3.0,Meal/Entertain,2016-12-11,16.0,Evening,0 days 00:10:00,no,Dec,Sunday,10.0
2016-12-11 19:05:00,2016-12-11 19:15:00,Business,Morrisville,Cary,4.8,Errand/Supplies,2016-12-11,19.0,Evening,0 days 00:10:00,no,Dec,Sunday,10.0
2016-12-11 21:48:00,2016-12-11 21:56:00,Business,Cary,Cary,2.1,Errand/Supplies,2016-12-11,21.0,Night,0 days 00:08:00,yes,Dec,Sunday,8.0
2016-12-12 13:22:00,2016-12-12 13:32:00,Business,Cary,Cary,3.1,Errand/Supplies,2016-12-12,13.0,Afternoon,0 days 00:10:00,yes,Dec,Monday,10.0
2016-12-12 13:36:00,2016-12-12 13:51:00,Business,Cary,Apex,4.4,Meal/Entertain,2016-12-12,13.0,Afternoon,0 days 00:15:00,no,Dec,Monday,15.0
2016-12-12 14:26:00,2016-12-12 14:39:00,Business,Apex,Cary,4.7,Customer Visit,2016-12-12,14.0,Afternoon,0 days 00:13:00,no,Dec,Monday,13.0
2016-12-12 17:51:00,2016-12-12 18:01:00,Business,Cary,Morrisville,3.0,Meal/Entertain,2016-12-12,18.0,Evening,0 days 00:10:00,no,Dec,Monday,10.0
2016-12-12 20:48:00,2016-12-12 20:57:00,Business,Morrisville,Cary,3.0,Customer Visit,2016-12-12,20.0,Night,0 days 00:09:00,no,Dec,Monday,9.0
,,Business,Cary,Cary,4.2,Errand/Supplies,,,,,yes,,,
,,Business,Cary,Cary,4.1,Meal/Entertain,,,,,yes,,,
,,Business,Cary,Cary,3.4,NOT,,,,,yes,,,
,,Business,Cary,Cary,3.3,NOT,,,,,yes,,,
,,Business,Cary,Morrisville,3.0,Meal/Entertain,,,,,no,,,
,,Business,Morrisville,Cary,3.1,Customer Visit,,,,,no,,,
,,Business,Cary,Morrisville,10.6,Meeting,,,,,no,,,
,,Business,Unknown Location,Unknown Location,4.8,Airport/Travel,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,5.3,Temporary Site,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,4.9,Errand/Supplies,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,10.2,Errand/Supplies,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,9.2,NOT,,,,,yes,,,
,,Business,Unknown Location,Islamabad,7.7,Errand/Supplies,,,,,no,,,
,,Business,Islamabad,Rawalpindi,5.9,Temporary Site,,,,,no,,,
,,Business,Rawalpindi,Unknown Location,0.7,Errand/Supplies,,,,,no,,,
,,Business,Unknown Location,Unknown Location,1.3,NOT,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,2.5,NOT,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,5.3,NOT,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,5.4,NOT,,,,,yes,,,
,,Business,Unknown Location,Rawalpindi,10.2,Customer Visit,,,,,no,,,
,,Business,Rawalpindi,Islamabad,7.2,Customer Visit,,,,,no,,,
,,Business,Islamabad,Unknown Location,2.2,NOT,,,,,no,,,
,,Business,Unknown Location,Unknown Location,11.0,Meeting,,,,,yes,,,
,,Business,Unknown Location,Rawalpindi,12.0,NOT,,,,,no,,,
,,Business,Rawalpindi,Rawalpindi,3.3,Errand/Supplies,,,,,yes,,,
,,Business,Rawalpindi,Unknown Location,19.4,Meeting,,,,,no,,,
,,Business,Unknown Location,Unknown Location,1.7,Errand/Supplies,,,,,yes,,,
,,Business,Unknown Location,Islamabad,5.7,Temporary Site,,,,,no,,,
,,Business,Islamabad,Islamabad,1.8,Errand/Supplies,,,,,yes,,,
,,Business,Islamabad,Islamabad,1.4,Errand/Supplies,,,,,yes,,,
,,Business,Islamabad,Unknown Location,10.3,Customer Visit,,,,,no,,,
,,Business,Unknown Location,Unknown Location,11.5,Meeting,,,,,yes,,,
,,Business,Unknown Location,Islamabad,4.9,Errand/Supplies,,,,,no,,,
,,Business,Islamabad,Unknown Location,3.5,Meal/Entertain,,,,,no,,,
,,Business,Unknown Location,Unknown Location,16.2,Meeting,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,2.0,Errand/Supplies,,,,,yes,,,
,,Business,Unknown Location,Islamabad,2.1,Errand/Supplies,,,,,no,,,
,,Business,Islamabad,Islamabad,2.1,Meeting,,,,,yes,,,
,,Business,Islamabad,Unknown Location,7.2,Customer Visit,,,,,no,,,
,,Business,Unknown Location,Rawalpindi,12.0,Meeting,,,,,no,,,
,,Business,Rawalpindi,Unknown Location,103.0,Meeting,,,,,no,,,
,,Business,Unknown Location,Unknown Location,32.3,Meeting,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,5.3,Customer Visit,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,11.6,Meeting,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,23.2,Meeting,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,3.2,Errand/Supplies,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,12.3,Temporary Site,,,,,yes,,,
,,Business,Unknown Location,Lahore,14.0,Meeting,,,,,no,,,
,,Business,Lahore,Lahore,2.1,Meal/Entertain,,,,,yes,,,
,,Business,Lahore,Lahore,2.1,Customer Visit,,,,,yes,,,
,,Business,Lahore,Lahore,3.0,Meeting,,,,,yes,,,
,,Business,Lahore,Unknown Location,6.2,Meeting,,,,,no,,,
,,Business,Unknown Location,Unknown Location,9.6,Meeting,,,,,yes,,,
,,Business,Unknown Location,Unknown Location,1.3,Errand/Supplies,,,,,yes,,,
,,Business,Unknown Location,Lahore,7.1,Meal/Entertain,,,,,no,,,
,,Business,Lahore,Unknown Location,6.3,Meal/Entertain,,,,,no,,,
,,Business,Unknown Location,Lahore,10.7,Meal/Entertain,,,,,no,,,
,,Business,Lahore,Lahore,5.3,Meal/Entertain,,,,,yes,,,
,,Business,Lahore,Lahore,1.6,Errand/Supplies,,,,,yes,,,
,,Business,Lahore,Lahore,3.6,Errand/Supplies,,,,,yes,,,
,,Business,Lahore,Lahore,1.7,Errand/Supplies,,,,,yes,,,
,,Business,Lahore,Lahore,2.9,Meal/Entertain,,,,,yes,,,
,,Business,Lahore,Lahore,0.6,Errand/Supplies,,,,,yes,,,
,,Business,Lahore,Lahore,0.6,Errand/Supplies,,,,,yes,,,
,,Business,Lahore,Lahore,2.3,Meal/Entertain,,,,,yes,,,
,,Business,Lahore,Lahore,2.3,Meal/Entertain,,,,,yes,,,
,,Business,Lahore,Lahore,3.2,Meal/Entertain,,,,,yes,,,
,,Business,Lahore,Lahore,6.2,Customer Visit,,,,,yes,,,
,,Business,Lahore,Lahore,7.7,Customer Visit,,,,,yes,,,
,,Business,Lahore,Lahore,3.8,Customer Visit,,,,,yes,,,
,,Business,Lahore,Unknown Location,7.9,Meeting,,,,,no,,,
,,Business,Kar?chi,Kar?chi,4.9,Temporary Site,,,,,yes,,,
,,Business,Kar?chi,Kar?chi,5.0,Meal/Entertain,,,,,yes,,,
,,Business,Kar?chi,Kar?chi,0.6,Meal/Entertain,,,,,yes,,,
,,Business,Kar?chi,Unknown Location,3.1,Customer Visit,,,,,no,,,
,,Business,Unknown Location,Kar?chi,7.9,Meeting,,,,,no,,,
,,Business,Kar?chi,Kar?chi,5.5,Customer Visit,,,,,yes,,,
,,Business,Kar?chi,Unknown Location,10.3,Meal/Entertain,,,,,no,,,
,,Business,Unknown Location,Kar?chi,10.4,Errand/Supplies,,,,,no,,,
,,Business,Kar?chi,Kar?chi,2.0,Errand/Supplies,,,,,yes,,,
,,Business,Kar?chi,Unknown Location,8.5,Meal/Entertain,,,,,no,,,
,,Business,Unknown Location,Kar?chi,4.4,Errand/Supplies,,,,,no,,,
,,Business,Kar?chi,Kar?chi,3.8,Errand/Supplies,,,,,yes,,,
,,Business,Kar?chi,Kar?chi,5.1,Errand/Supplies,,,,,yes,,,
,,Business,Kar?chi,Kar?chi,3.8,Errand/Supplies,,,,,yes,,,
,,Business,Kar?chi,Unknown Location,11.6,Meal/Entertain,,,,,no,,,
,,Business,Unknown Location,Kar?chi,11.9,Meal/Entertain,,,,,no,,,
,,Business,Kar?chi,Kar?chi,1.4,Errand/Supplies,,,,,yes,,,
,,Business,Kar?chi,Kar?chi,1.1,Errand/Supplies,,,,,yes,,,
,,Business,Kar?chi,Kar?chi,4.1,Airport/Travel,,,,,yes,,,
,,Business,Kar?chi,Kar?chi,6.1,Between Offices,,,,,yes,,,
,,Business,Kar?chi,Kar?chi,1.3,Errand/Supplies,,,,,yes,,,
,,Business,Kar?chi,Unknown Location,3.0,Meal/Entertain,,,,,no,,,
,,Business,Unknown Location,Kar?chi,4.1,Customer Visit,,,,,no,,,
,,Business,Kar?chi,Kar?chi,7.2,Meeting,,,,,yes,,,
,,Business,Kar?chi,Unknown Location,6.4,NOT,,,,,no,,,
,,Business,Unknown Location,Kar?chi,12.9,Meeting,,,,,no,,,
,,Business,Kar?chi,Kar?chi,2.8,Errand/Supplies,,,,,yes,,,
,,Business,Kar?chi,Kar?chi,2.9,Errand/Supplies,,,,,yes,,,
,,Business,Kar?chi,Kar?chi,4.6,Errand/Supplies,,,,,yes,,,
,,Business,Kar?chi,Kar?chi,4.6,Meeting,,,,,yes,,,
,,Business,Kar?chi,Kar?chi,0.8,Customer Visit,,,,,yes,,,
,,Business,Kar?chi,Kar?chi,0.7,Meeting,,,,,yes,,,
,,Business,Kar?chi,Unknown Location,3.9,Temporary Site,,,,,no,,,
,,Business,Unknown Location,Unknown Location,16.2,Meeting,,,,,yes,,,
,,Business,Katunayake,Gampaha,6.4,Temporary Site,,,,,no,,,
